Date,Zone,Count,CEP,Location,Category
2020-06-23,Jd. Goiás ,113,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-06-24,Jd. Goiás ,122,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-06-25,Jd. Goiás ,122,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-06-26,Jd. Goiás ,124,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-06-28,Jd. Goiás ,124,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-06-29,Jd. Goiás ,136,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-06-30,Jd. Goiás ,139,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-13,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-14,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-15,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-16,Jd. Goiás ,194,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-17,Jd. Goiás ,203,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-18,Jd. Goiás ,203,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-19,Jd. Goiás ,203,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-20,Jd. Goiás ,209,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-21,Jd. Goiás ,209,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-22,Jd. Goiás ,216,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-23,Jd. Goiás ,216,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-24,Jd. Goiás ,216,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-25,Jd. Goiás ,216,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-27,Jd. Goiás ,216,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-28,Jd. Goiás ,216,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-29,Jd. Goiás ,216,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-30,Jd. Goiás ,216,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-31,Jd. Goiás ,292,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-01,Jd. Goiás ,139,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-02,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-03,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-04,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-06,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-07,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-08,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-09,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-07-10,Jd. Goiás ,147,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-25,Jd. Goiás ,448,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-26,Jd. Goiás ,448,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-27,Jd. Goiás ,448,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-28,Jd. Goiás ,448,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-31,Jd. Goiás ,514,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-01,Jd. Goiás ,292,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-02,Jd. Goiás ,292,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-03,Jd. Goiás ,292,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-04,Jd. Goiás ,314,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-05,Jd. Goiás ,314,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-06,Jd. Goiás ,314,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-07,Jd. Goiás ,314,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-08,Jd. Goiás ,365,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-09,Jd. Goiás ,365,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-10,Jd. Goiás ,365,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-11,Jd. Goiás ,365,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-12,Jd. Goiás ,395,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-13,Jd. Goiás ,395,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-14,Jd. Goiás ,395,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-17,Jd. Goiás ,420,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-18,Jd. Goiás ,420,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-19,Jd. Goiás ,420,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-20,Jd. Goiás ,448,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-21,Jd. Goiás ,448,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-22,Jd. Goiás ,448,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-23,Jd. Goiás ,448,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-08-24,Jd. Goiás ,448,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-01,Jd. Goiás ,545,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-02,Jd. Goiás ,545,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-03,Jd. Goiás ,545,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-04,Jd. Goiás ,555,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-05,Jd. Goiás ,555,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-06,Jd. Goiás ,580,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-07,Jd. Goiás ,580,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-08,Jd. Goiás ,580,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-09,Jd. Goiás ,580,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-10,Jd. Goiás ,580,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-11,Jd. Goiás ,580,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-14,Jd. Goiás ,628,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-15,Jd. Goiás ,628,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-16,Jd. Goiás ,659,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-09-17,Jd. Goiás ,659,74805-105,"-16.687821,-49.24447050000001",Confirmed
2020-05-02,Setor Marista ,14,74175-120,"-16.709199,-49.2622425",Confirmed
2020-04-29,Setor Marista ,13,74175-120,"-16.709199,-49.2622425",Confirmed
2020-04-30,Setor Marista ,14,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-03,Setor Marista ,16,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-11,Setor Marista ,22,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-16,Setor Marista ,26,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-17,Setor Marista ,26,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-18,Setor Marista ,26,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-21,Setor Marista ,27,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-01,Setor Marista ,14,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-04,Setor Marista ,18,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-05,Setor Marista ,19,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-06,Setor Marista ,19,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-07,Setor Marista ,19,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-08,Setor Marista ,21,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-09,Setor Marista ,21,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-10,Setor Marista ,21,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-12,Setor Marista ,22,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-13,Setor Marista ,23,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-14,Setor Marista ,23,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-15,Setor Marista ,26,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-19,Setor Marista ,26,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-20,Setor Marista ,27,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-22,Setor Marista ,27,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-23,Setor Marista ,32,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-24,Setor Marista ,32,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-25,Setor Marista ,31,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-26,Setor Marista ,32,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-27,Setor Marista ,31,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-28,Setor Marista ,33,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-29,Setor Marista ,33,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-30,Setor Marista ,33,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-31,Setor Marista ,34,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-01,Setor Marista ,34,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-02,Setor Marista ,34,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-03,Setor Marista ,35,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-04,Setor Marista ,36,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-05,Setor Marista ,41,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-06,Setor Marista ,41,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-07,Setor Marista ,42,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-08,Setor Marista ,42,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-09,Setor Marista ,42,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-10,Setor Marista ,44,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-11,Setor Marista ,44,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-12,Setor Marista ,44,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-13,Setor Marista ,45,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-15,Setor Marista ,45,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-16,Setor Marista ,45,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-17,Setor Marista ,45,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-18,Setor Marista ,45,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-19,Setor Marista ,45,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-20,Setor Marista ,45,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-21,Setor Marista ,58,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-22,Setor Marista ,58,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-23,Setor Marista ,68,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-24,Setor Marista ,73,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-25,Setor Marista ,73,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-26,Setor Marista ,76,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-28,Setor Marista ,76,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-29,Setor Marista ,81,74175-120,"-16.709199,-49.2622425",Confirmed
2020-06-30,Setor Marista ,83,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-13,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-14,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-15,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-16,Setor Marista ,114,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-17,Setor Marista ,116,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-18,Setor Marista ,116,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-19,Setor Marista ,116,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-20,Setor Marista ,121,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-21,Setor Marista ,121,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-22,Setor Marista ,124,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-23,Setor Marista ,124,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-24,Setor Marista ,124,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-25,Setor Marista ,124,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-27,Setor Marista ,124,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-28,Setor Marista ,124,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-29,Setor Marista ,124,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-30,Setor Marista ,124,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-31,Setor Marista ,176,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-01,Setor Marista ,83,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-02,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-03,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-04,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-06,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-07,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-08,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-09,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-07-10,Setor Marista ,88,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-25,Setor Marista ,288,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-26,Setor Marista ,288,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-27,Setor Marista ,288,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-28,Setor Marista ,288,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-31,Setor Marista ,319,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-01,Setor Marista ,176,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-02,Setor Marista ,176,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-03,Setor Marista ,176,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-04,Setor Marista ,201,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-05,Setor Marista ,201,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-06,Setor Marista ,201,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-07,Setor Marista ,201,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-08,Setor Marista ,234,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-09,Setor Marista ,234,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-10,Setor Marista ,234,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-11,Setor Marista ,234,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-12,Setor Marista ,259,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-13,Setor Marista ,259,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-14,Setor Marista ,259,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-17,Setor Marista ,268,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-18,Setor Marista ,268,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-19,Setor Marista ,268,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-20,Setor Marista ,288,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-21,Setor Marista ,288,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-22,Setor Marista ,288,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-23,Setor Marista ,288,74175-120,"-16.709199,-49.2622425",Confirmed
2020-08-24,Setor Marista ,288,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-01,Setor Marista ,329,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-02,Setor Marista ,329,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-03,Setor Marista ,329,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-04,Setor Marista ,330,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-05,Setor Marista ,330,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-06,Setor Marista ,342,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-07,Setor Marista ,342,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-08,Setor Marista ,342,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-09,Setor Marista ,342,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-10,Setor Marista ,342,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-11,Setor Marista ,342,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-14,Setor Marista ,367,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-15,Setor Marista ,367,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-16,Setor Marista ,387,74175-120,"-16.709199,-49.2622425",Confirmed
2020-09-17,Setor Marista ,387,74175-120,"-16.709199,-49.2622425",Confirmed
2020-05-02,Parque Amazônia ,14,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-04-29,Parque Amazônia ,12,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-04-30,Parque Amazônia ,14,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-03,Parque Amazônia ,14,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-11,Parque Amazônia ,15,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-16,Parque Amazônia ,20,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-17,Parque Amazônia ,20,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-18,Parque Amazônia ,23,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-21,Parque Amazônia ,26,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-01,Parque Amazônia ,14,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-04,Parque Amazônia ,14,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-05,Parque Amazônia ,14,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-06,Parque Amazônia ,14,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-07,Parque Amazônia ,14,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-08,Parque Amazônia ,15,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-09,Parque Amazônia ,15,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-10,Parque Amazônia ,15,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-12,Parque Amazônia ,16,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-13,Parque Amazônia ,17,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-14,Parque Amazônia ,17,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-15,Parque Amazônia ,20,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-19,Parque Amazônia ,23,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-20,Parque Amazônia ,24,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-22,Parque Amazônia ,26,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-23,Parque Amazônia ,30,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-24,Parque Amazônia ,31,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-25,Parque Amazônia ,29,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-26,Parque Amazônia ,32,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-27,Parque Amazônia ,29,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-28,Parque Amazônia ,34,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-29,Parque Amazônia ,36,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-30,Parque Amazônia ,36,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-05-31,Parque Amazônia ,37,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-01,Parque Amazônia ,40,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-02,Parque Amazônia ,40,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-03,Parque Amazônia ,42,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-04,Parque Amazônia ,42,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-05,Parque Amazônia ,49,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-06,Parque Amazônia ,49,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-07,Parque Amazônia ,51,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-08,Parque Amazônia ,51,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-09,Parque Amazônia ,51,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-10,Parque Amazônia ,56,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-11,Parque Amazônia ,56,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-12,Parque Amazônia ,57,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-13,Parque Amazônia ,63,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-15,Parque Amazônia ,63,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-16,Parque Amazônia ,64,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-17,Parque Amazônia ,64,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-18,Parque Amazônia ,64,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-19,Parque Amazônia ,64,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-20,Parque Amazônia ,64,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-21,Parque Amazônia ,96,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-22,Parque Amazônia ,96,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-23,Parque Amazônia ,112,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-24,Parque Amazônia ,118,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-25,Parque Amazônia ,118,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-26,Parque Amazônia ,126,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-28,Parque Amazônia ,126,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-29,Parque Amazônia ,130,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-06-30,Parque Amazônia ,135,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-13,Parque Amazônia ,142,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-14,Parque Amazônia ,142,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-15,Parque Amazônia ,142,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-16,Parque Amazônia ,193,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-17,Parque Amazônia ,202,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-18,Parque Amazônia ,202,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-19,Parque Amazônia ,202,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-20,Parque Amazônia ,211,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-21,Parque Amazônia ,211,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-22,Parque Amazônia ,218,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-23,Parque Amazônia ,218,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-24,Parque Amazônia ,218,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-25,Parque Amazônia ,218,74840-200,"-16.7357659,-49.2719454",Confirmed
2020-07-27,Parque Amazônia ,218,74840-200,"-16.7357659,-49.2719454",Confirmed
