data,bairro,qtd_casos,regiao
2020-08-04,Parque Atheneu,176,Sul
2020-08-04,Parque Atheneu,176,Leste
2020-08-05,Parque Atheneu,176,Sul
2020-08-05,Parque Atheneu,176,Leste
2020-08-06,Parque Atheneu,176,Sul
2020-08-06,Parque Atheneu,176,Leste
2020-08-07,Parque Atheneu,176,Sul
2020-08-07,Parque Atheneu,176,Leste
2020-08-08,Parque Atheneu,217,Sul
2020-08-08,Parque Atheneu,217,Leste
2020-08-09,Parque Atheneu,217,Sul
2020-08-09,Parque Atheneu,217,Leste
2020-08-10,Parque Atheneu,217,Sul
2020-08-10,Parque Atheneu,217,Leste
2020-08-11,Parque Atheneu,217,Sul
2020-08-11,Parque Atheneu,217,Leste
2020-08-12,Parque Atheneu,238,Sul
2020-08-12,Parque Atheneu,238,Leste
2020-08-13,Parque Atheneu,238,Sul
2020-08-13,Parque Atheneu,238,Leste
2020-08-14,Parque Atheneu,238,Sul
2020-08-14,Parque Atheneu,238,Leste
2020-08-17,Parque Atheneu,238,Sul
2020-08-17,Parque Atheneu,238,Leste
2020-08-18,Parque Atheneu,238,Sul
2020-08-18,Parque Atheneu,238,Leste
2020-08-19,Parque Atheneu,238,Sul
2020-08-19,Parque Atheneu,238,Leste
2020-08-20,Parque Atheneu,268,Sul
2020-08-20,Parque Atheneu,268,Leste
2020-08-21,Parque Atheneu,268,Sul
2020-08-21,Parque Atheneu,268,Leste
2020-08-22,Parque Atheneu,268,Sul
2020-08-22,Parque Atheneu,268,Leste
2020-08-23,Parque Atheneu,268,Sul
2020-08-23,Parque Atheneu,268,Leste
2020-08-24,Parque Atheneu,268,Sul
2020-08-24,Parque Atheneu,268,Leste
2020-09-01,Parque Atheneu,372,Sul
2020-09-01,Parque Atheneu,372,Leste
2020-09-02,Parque Atheneu,372,Sul
2020-09-02,Parque Atheneu,372,Leste
2020-09-03,Parque Atheneu,372,Sul
2020-09-03,Parque Atheneu,372,Leste
2020-09-04,Parque Atheneu,391,Sul
2020-09-04,Parque Atheneu,391,Leste
2020-09-05,Parque Atheneu,391,Sul
2020-09-05,Parque Atheneu,391,Leste
2020-09-06,Parque Atheneu,445,Sul
2020-09-06,Parque Atheneu,445,Leste
2020-09-07,Parque Atheneu,445,Sul
2020-09-07,Parque Atheneu,445,Leste
2020-09-08,Parque Atheneu,445,Sul
2020-09-08,Parque Atheneu,445,Leste
2020-09-09,Parque Atheneu,445,Sul
2020-09-09,Parque Atheneu,445,Leste
2020-09-10,Parque Atheneu,445,Sul
2020-09-10,Parque Atheneu,445,Leste
2020-09-11,Parque Atheneu,445,Sul
2020-09-11,Parque Atheneu,445,Leste
2020-09-14,Parque Atheneu,474,Sul
2020-09-14,Parque Atheneu,474,Leste
2020-09-15,Parque Atheneu,474,Sul
2020-09-15,Parque Atheneu,474,Leste
2020-09-16,Parque Atheneu,485,Sul
2020-09-16,Parque Atheneu,485,Leste
2020-09-17,Parque Atheneu,485,Sul
2020-09-17,Parque Atheneu,485,Leste
2020-05-23,Residencial Vale dos Sonhos I,9,Norte
2020-05-26,Residencial Vale dos Sonhos I,14,Norte
2020-05-28,Residencial Vale dos Sonhos I,15,Norte
2020-05-29,Residencial Vale dos Sonhos I,16,Norte
2020-05-30,Residencial Vale dos Sonhos I,16,Norte
2020-05-31,Residencial Vale dos Sonhos I,17,Norte
2020-06-01,Residencial Vale dos Sonhos I,18,Norte
2020-06-02,Residencial Vale dos Sonhos I,18,Norte
2020-06-03,Residencial Vale dos Sonhos I,24,Norte
2020-06-04,Residencial Vale dos Sonhos I,29,Norte
2020-06-05,Residencial Vale dos Sonhos I,30,Norte
2020-06-06,Residencial Vale dos Sonhos I,30,Norte
2020-06-07,Residencial Vale dos Sonhos I,32,Norte
2020-06-08,Residencial Vale dos Sonhos I,33,Norte
2020-06-09,Residencial Vale dos Sonhos I,33,Norte
2020-06-10,Residencial Vale dos Sonhos I,37,Norte
2020-06-11,Residencial Vale dos Sonhos I,37,Norte
2020-06-12,Residencial Vale dos Sonhos I,42,Norte
2020-06-13,Residencial Vale dos Sonhos I,43,Norte
2020-06-15,Residencial Vale dos Sonhos I,44,Norte
2020-06-16,Residencial Vale dos Sonhos I,50,Norte
2020-06-17,Residencial Vale dos Sonhos I,50,Norte
2020-06-18,Residencial Vale dos Sonhos I,50,Norte
2020-06-19,Residencial Vale dos Sonhos I,50,Norte
2020-06-20,Residencial Vale dos Sonhos I,50,Norte
2020-06-21,Residencial Vale dos Sonhos I,73,Norte
2020-06-22,Residencial Vale dos Sonhos I,73,Norte
2020-06-23,Residencial Vale dos Sonhos I,79,Norte
2020-06-24,Residencial Vale dos Sonhos I,82,Norte
2020-06-25,Residencial Vale dos Sonhos I,82,Norte
2020-06-26,Residencial Vale dos Sonhos I,87,Norte
2020-06-28,Residencial Vale dos Sonhos I,87,Norte
2020-06-29,Residencial Vale dos Sonhos I,93,Norte
2020-06-30,Residencial Vale dos Sonhos I,93,Norte
2020-07-13,Residencial Vale dos Sonhos I,97,Norte
2020-07-14,Residencial Vale dos Sonhos I,97,Norte
2020-07-15,Residencial Vale dos Sonhos I,97,Norte
2020-07-16,Residencial Vale dos Sonhos I,107,Norte
2020-07-17,Residencial Vale dos Sonhos I,101,Norte
2020-07-18,Residencial Vale dos Sonhos I,101,Norte
2020-07-19,Residencial Vale dos Sonhos I,101,Norte
2020-07-20,Residencial Vale dos Sonhos I,107,Norte
2020-07-21,Residencial Vale dos Sonhos I,107,Norte
2020-07-22,Residencial Vale dos Sonhos I,109,Norte
2020-07-23,Residencial Vale dos Sonhos I,109,Norte
2020-07-24,Residencial Vale dos Sonhos I,109,Norte
2020-07-25,Residencial Vale dos Sonhos I,109,Norte
2020-07-27,Residencial Vale dos Sonhos I,109,Norte
2020-07-28,Residencial Vale dos Sonhos I,109,Norte
2020-07-29,Residencial Vale dos Sonhos I,109,Norte
2020-07-30,Residencial Vale dos Sonhos I,109,Norte
2020-07-31,Residencial Vale dos Sonhos I,128,Norte
2020-07-01,Residencial Vale dos Sonhos I,93,Norte
2020-07-02,Residencial Vale dos Sonhos I,97,Norte
2020-07-03,Residencial Vale dos Sonhos I,97,Norte
2020-07-04,Residencial Vale dos Sonhos I,97,Norte
2020-07-06,Residencial Vale dos Sonhos I,97,Norte
2020-07-07,Residencial Vale dos Sonhos I,97,Norte
2020-07-08,Residencial Vale dos Sonhos I,97,Norte
2020-07-09,Residencial Vale dos Sonhos I,97,Norte
2020-07-10,Residencial Vale dos Sonhos I,97,Norte
2020-08-25,Residencial Vale dos Sonhos I,170,Norte
2020-08-26,Residencial Vale dos Sonhos I,170,Norte
2020-08-27,Residencial Vale dos Sonhos I,170,Norte
2020-08-28,Residencial Vale dos Sonhos I,170,Norte
2020-08-31,Residencial Vale dos Sonhos I,178,Norte
2020-08-01,Residencial Vale dos Sonhos I,128,Norte
2020-08-02,Residencial Vale dos Sonhos I,128,Norte
2020-08-03,Residencial Vale dos Sonhos I,128,Norte
2020-08-04,Residencial Vale dos Sonhos I,132,Norte
2020-08-05,Residencial Vale dos Sonhos I,132,Norte
2020-08-06,Residencial Vale dos Sonhos I,132,Norte
2020-08-07,Residencial Vale dos Sonhos I,132,Norte
2020-08-08,Residencial Vale dos Sonhos I,136,Norte
2020-08-09,Residencial Vale dos Sonhos I,136,Norte
2020-08-10,Residencial Vale dos Sonhos I,136,Norte
2020-08-11,Residencial Vale dos Sonhos I,136,Norte
2020-08-12,Residencial Vale dos Sonhos I,140,Norte
2020-08-13,Residencial Vale dos Sonhos I,140,Norte
2020-08-14,Residencial Vale dos Sonhos I,140,Norte
2020-08-17,Residencial Vale dos Sonhos I,160,Norte
2020-08-18,Residencial Vale dos Sonhos I,160,Norte
2020-08-19,Residencial Vale dos Sonhos I,160,Norte
2020-08-20,Residencial Vale dos Sonhos I,170,Norte
2020-08-21,Residencial Vale dos Sonhos I,170,Norte
2020-08-22,Residencial Vale dos Sonhos I,170,Norte
2020-08-23,Residencial Vale dos Sonhos I,170,Norte
2020-08-24,Residencial Vale dos Sonhos I,170,Norte
2020-09-01,Residencial Vale dos Sonhos I,188,Norte
2020-09-02,Residencial Vale dos Sonhos I,188,Norte
2020-09-03,Residencial Vale dos Sonhos I,188,Norte
2020-09-04,Residencial Vale dos Sonhos I,191,Norte
2020-09-05,Residencial Vale dos Sonhos I,191,Norte
2020-09-06,Residencial Vale dos Sonhos I,195,Norte
2020-09-07,Residencial Vale dos Sonhos I,195,Norte
2020-09-08,Residencial Vale dos Sonhos I,195,Norte
2020-09-09,Residencial Vale dos Sonhos I,195,Norte
2020-09-10,Residencial Vale dos Sonhos I,195,Norte
2020-09-11,Residencial Vale dos Sonhos I,195,Norte
2020-09-14,Residencial Vale dos Sonhos I,216,Norte
2020-09-15,Residencial Vale dos Sonhos I,216,Norte
2020-09-16,Residencial Vale dos Sonhos I,221,Norte
2020-09-17,Residencial Vale dos Sonhos I,221,Norte
2020-06-01,Jardim Curitiba,14,Noroeste
2020-06-02,Jardim Curitiba,14,Noroeste
2020-06-03,Jardim Curitiba,17,Noroeste
2020-06-04,Jardim Curitiba,18,Noroeste
2020-06-05,Jardim Curitiba,20,Noroeste
2020-06-06,Jardim Curitiba,20,Noroeste
2020-06-07,Jardim Curitiba,21,Noroeste
2020-06-08,Jardim Curitiba,22,Noroeste
2020-06-09,Jardim Curitiba,22,Noroeste
2020-06-10,Jardim Curitiba,25,Noroeste
2020-06-11,Jardim Curitiba,25,Noroeste
2020-06-12,Jardim Curitiba,25,Noroeste
2020-06-13,Jardim Curitiba,28,Noroeste
2020-06-15,Jardim Curitiba,28,Noroeste
2020-06-16,Jardim Curitiba,31,Noroeste
2020-06-17,Jardim Curitiba,31,Noroeste
2020-06-18,Jardim Curitiba,31,Noroeste
2020-06-19,Jardim Curitiba,31,Noroeste
2020-06-20,Jardim Curitiba,31,Noroeste
2020-06-21,Jardim Curitiba,42,Noroeste
2020-06-22,Jardim Curitiba,42,Noroeste
2020-06-23,Jardim Curitiba,45,Noroeste
2020-06-24,Jardim Curitiba,50,Noroeste
2020-06-25,Jardim Curitiba,50,Noroeste
2020-06-26,Jardim Curitiba,56,Noroeste
2020-06-28,Jardim Curitiba,56,Noroeste
2020-06-29,Jardim Curitiba,60,Noroeste
2020-06-30,Jardim Curitiba,64,Noroeste
2020-07-13,Jardim Curitiba,71,Noroeste
2020-07-14,Jardim Curitiba,71,Noroeste
2020-07-15,Jardim Curitiba,71,Noroeste
2020-07-16,Jardim Curitiba,128,Noroeste
2020-07-17,Jardim Curitiba,128,Noroeste
2020-07-18,Jardim Curitiba,128,Noroeste
2020-07-19,Jardim Curitiba,128,Noroeste
2020-07-20,Jardim Curitiba,130,Noroeste
2020-07-21,Jardim Curitiba,130,Noroeste
2020-07-22,Jardim Curitiba,131,Noroeste
2020-07-23,Jardim Curitiba,131,Noroeste
2020-07-24,Jardim Curitiba,131,Noroeste
2020-07-25,Jardim Curitiba,131,Noroeste
2020-07-27,Jardim Curitiba,131,Noroeste
2020-07-28,Jardim Curitiba,131,Noroeste
2020-07-29,Jardim Curitiba,131,Noroeste
2020-07-30,Jardim Curitiba,131,Noroeste
2020-07-31,Jardim Curitiba,184,Noroeste
2020-07-01,Jardim Curitiba,64,Noroeste
2020-07-02,Jardim Curitiba,71,Noroeste
2020-07-03,Jardim Curitiba,71,Noroeste
2020-07-04,Jardim Curitiba,71,Noroeste
2020-07-06,Jardim Curitiba,71,Noroeste
2020-07-07,Jardim Curitiba,71,Noroeste
2020-07-08,Jardim Curitiba,71,Noroeste
2020-07-09,Jardim Curitiba,71,Noroeste
2020-07-10,Jardim Curitiba,71,Noroeste
2020-08-25,Jardim Curitiba,332,Noroeste
2020-08-26,Jardim Curitiba,332,Noroeste
2020-08-27,Jardim Curitiba,332,Noroeste
2020-08-28,Jardim Curitiba,332,Noroeste
2020-08-31,Jardim Curitiba,421,Noroeste
2020-08-01,Jardim Curitiba,184,Noroeste
2020-08-02,Jardim Curitiba,184,Noroeste
2020-08-03,Jardim Curitiba,184,Noroeste
2020-08-04,Jardim Curitiba,217,Noroeste
2020-08-05,Jardim Curitiba,217,Noroeste
2020-08-06,Jardim Curitiba,217,Noroeste
2020-08-07,Jardim Curitiba,217,Noroeste
2020-08-08,Jardim Curitiba,238,Noroeste
2020-08-09,Jardim Curitiba,238,Noroeste
2020-08-10,Jardim Curitiba,238,Noroeste
2020-08-11,Jardim Curitiba,238,Noroeste
2020-08-12,Jardim Curitiba,262,Noroeste
2020-08-13,Jardim Curitiba,262,Noroeste
2020-08-14,Jardim Curitiba,262,Noroeste
2020-08-17,Jardim Curitiba,291,Noroeste
2020-08-18,Jardim Curitiba,291,Noroeste
2020-08-19,Jardim Curitiba,291,Noroeste
2020-08-20,Jardim Curitiba,332,Noroeste
2020-08-21,Jardim Curitiba,332,Noroeste
2020-08-22,Jardim Curitiba,332,Noroeste
2020-08-23,Jardim Curitiba,332,Noroeste
2020-08-24,Jardim Curitiba,332,Noroeste
2020-09-01,Jardim Curitiba,488,Noroeste
2020-09-02,Jardim Curitiba,488,Noroeste
2020-09-03,Jardim Curitiba,488,Noroeste
2020-09-04,Jardim Curitiba,490,Noroeste
2020-09-05,Jardim Curitiba,490,Noroeste
2020-09-06,Jardim Curitiba,528,Noroeste
2020-09-07,Jardim Curitiba,528,Noroeste
2020-09-08,Jardim Curitiba,528,Noroeste
2020-09-09,Jardim Curitiba,528,Noroeste
2020-09-10,Jardim Curitiba,528,Noroeste
2020-09-11,Jardim Curitiba,528,Noroeste
2020-09-14,Jardim Curitiba,551,Noroeste
2020-09-15,Jardim Curitiba,551,Noroeste
2020-09-16,Jardim Curitiba,580,Noroeste
2020-09-17,Jardim Curitiba,580,Noroeste
2020-06-03,Setor Parque Tremendão,17,Noroeste
2020-06-04,Setor Parque Tremendão,18,Noroeste
2020-06-05,Setor Parque Tremendão,19,Noroeste
2020-06-06,Setor Parque Tremendão,19,Noroeste
2020-06-07,Setor Parque Tremendão,23,Noroeste
2020-06-08,Setor Parque Tremendão,24,Noroeste
2020-06-09,Setor Parque Tremendão,24,Noroeste
2020-06-10,Setor Parque Tremendão,25,Noroeste
2020-06-11,Setor Parque Tremendão,25,Noroeste
2020-06-12,Setor Parque Tremendão,26,Noroeste
2020-06-13,Setor Parque Tremendão,28,Noroeste
2020-06-15,Setor Parque Tremendão,28,Noroeste
2020-06-16,Setor Parque Tremendão,29,Noroeste
2020-06-17,Setor Parque Tremendão,29,Noroeste
2020-06-18,Setor Parque Tremendão,29,Noroeste
2020-06-19,Setor Parque Tremendão,29,Noroeste
2020-06-20,Setor Parque Tremendão,29,Noroeste
2020-06-21,Setor Parque Tremendão,48,Noroeste
2020-06-22,Setor Parque Tremendão,48,Noroeste
2020-06-23,Setor Parque Tremendão,52,Noroeste
2020-06-24,Setor Parque Tremendão,53,Noroeste
2020-06-25,Setor Parque Tremendão,53,Noroeste
2020-06-26,Setor Parque Tremendão,56,Noroeste
2020-06-28,Setor Parque Tremendão,56,Noroeste
2020-06-29,Setor Parque Tremendão,60,Noroeste
2020-06-30,Setor Parque Tremendão,61,Noroeste
2020-07-13,Setor Parque Tremendão,63,Noroeste
2020-07-14,Setor Parque Tremendão,63,Noroeste
2020-07-15,Setor Parque Tremendão,63,Noroeste
2020-07-16,Setor Parque Tremendão,92,Noroeste
2020-07-17,Setor Parque Tremendão,95,Noroeste
2020-07-18,Setor Parque Tremendão,95,Noroeste
2020-07-19,Setor Parque Tremendão,95,Noroeste
2020-07-20,Setor Parque Tremendão,99,Noroeste
2020-07-21,Setor Parque Tremendão,99,Noroeste
2020-07-22,Setor Parque Tremendão,100,Noroeste
2020-07-23,Setor Parque Tremendão,100,Noroeste
2020-07-24,Setor Parque Tremendão,100,Noroeste
2020-07-25,Setor Parque Tremendão,100,Noroeste
2020-07-27,Setor Parque Tremendão,100,Noroeste
2020-07-28,Setor Parque Tremendão,100,Noroeste
2020-07-29,Setor Parque Tremendão,100,Noroeste
2020-07-30,Setor Parque Tremendão,100,Noroeste
2020-07-31,Setor Parque Tremendão,130,Noroeste
2020-07-01,Setor Parque Tremendão,61,Noroeste
2020-07-02,Setor Parque Tremendão,63,Noroeste
2020-07-03,Setor Parque Tremendão,63,Noroeste
2020-07-04,Setor Parque Tremendão,63,Noroeste
2020-07-06,Setor Parque Tremendão,63,Noroeste
2020-07-07,Setor Parque Tremendão,63,Noroeste
2020-07-08,Setor Parque Tremendão,63,Noroeste
2020-07-09,Setor Parque Tremendão,63,Noroeste
2020-07-10,Setor Parque Tremendão,63,Noroeste
2020-08-25,Setor Parque Tremendão,218,Noroeste
2020-08-26,Setor Parque Tremendão,218,Noroeste
2020-08-27,Setor Parque Tremendão,218,Noroeste
2020-08-28,Setor Parque Tremendão,218,Noroeste
2020-08-31,Setor Parque Tremendão,300,Noroeste
2020-08-01,Setor Parque Tremendão,130,Noroeste
2020-08-02,Setor Parque Tremendão,130,Noroeste
2020-08-03,Setor Parque Tremendão,130,Noroeste
2020-08-04,Setor Parque Tremendão,147,Noroeste
2020-08-05,Setor Parque Tremendão,147,Noroeste
2020-08-06,Setor Parque Tremendão,147,Noroeste
2020-08-07,Setor Parque Tremendão,147,Noroeste
2020-08-08,Setor Parque Tremendão,160,Noroeste
2020-08-09,Setor Parque Tremendão,160,Noroeste
2020-08-10,Setor Parque Tremendão,160,Noroeste
2020-08-11,Setor Parque Tremendão,160,Noroeste
2020-08-12,Setor Parque Tremendão,171,Noroeste
2020-08-13,Setor Parque Tremendão,171,Noroeste
2020-08-14,Setor Parque Tremendão,171,Noroeste
2020-08-17,Setor Parque Tremendão,199,Noroeste
2020-08-18,Setor Parque Tremendão,199,Noroeste
2020-08-19,Setor Parque Tremendão,199,Noroeste
2020-08-20,Setor Parque Tremendão,218,Noroeste
2020-08-21,Setor Parque Tremendão,218,Noroeste
2020-08-22,Setor Parque Tremendão,218,Noroeste
2020-08-23,Setor Parque Tremendão,218,Noroeste
2020-08-24,Setor Parque Tremendão,218,Noroeste
2020-09-01,Setor Parque Tremendão,342,Noroeste
2020-09-02,Setor Parque Tremendão,342,Noroeste
2020-09-03,Setor Parque Tremendão,342,Noroeste
2020-09-04,Setor Parque Tremendão,347,Noroeste
2020-09-05,Setor Parque Tremendão,347,Noroeste
2020-09-06,Setor Parque Tremendão,372,Noroeste
2020-09-07,Setor Parque Tremendão,372,Noroeste
2020-09-08,Setor Parque Tremendão,372,Noroeste
2020-09-09,Setor Parque Tremendão,372,Noroeste
2020-09-10,Setor Parque Tremendão,372,Noroeste
2020-09-11,Setor Parque Tremendão,372,Noroeste
2020-09-14,Setor Parque Tremendão,397,Noroeste
2020-09-15,Setor Parque Tremendão,397,Noroeste
2020-09-16,Setor Parque Tremendão,428,Noroeste
2020-09-17,Setor Parque Tremendão,428,Noroeste
2020-06-04,Setor Criméia Leste,15,Centro Oeste
2020-06-05,Setor Criméia Leste,17,Centro Oeste
2020-06-06,Setor Criméia Leste,17,Centro Oeste
2020-06-07,Setor Criméia Leste,18,Centro Oeste
2020-06-11,Setor Criméia Leste,19,Centro Oeste
2020-06-12,Setor Criméia Leste,21,Centro Oeste
2020-06-13,Setor Criméia Leste,21,Centro Oeste
2020-06-15,Setor Criméia Leste,21,Centro Oeste
2020-06-16,Setor Criméia Leste,21,Centro Oeste
2020-06-17,Setor Criméia Leste,21,Centro Oeste
2020-06-18,Setor Criméia Leste,21,Centro Oeste
2020-06-19,Setor Criméia Leste,21,Centro Oeste
2020-06-20,Setor Criméia Leste,21,Centro Oeste
2020-06-21,Setor Criméia Leste,22,Centro Oeste
2020-06-22,Setor Criméia Leste,22,Centro Oeste
2020-06-23,Setor Criméia Leste,24,Centro Oeste
2020-06-24,Setor Criméia Leste,24,Centro Oeste
2020-06-25,Setor Criméia Leste,24,Centro Oeste
2020-06-26,Setor Criméia Leste,26,Centro Oeste
2020-06-28,Setor Criméia Leste,26,Centro Oeste
2020-06-29,Setor Criméia Leste,27,Centro Oeste
2020-06-30,Setor Criméia Leste,32,Centro Oeste
2020-07-13,Setor Criméia Leste,33,Centro Oeste
2020-07-14,Setor Criméia Leste,33,Centro Oeste
2020-07-15,Setor Criméia Leste,33,Centro Oeste
2020-07-16,Setor Criméia Leste,43,Centro Oeste
2020-07-17,Setor Criméia Leste,47,Centro Oeste
2020-07-18,Setor Criméia Leste,47,Centro Oeste
2020-07-19,Setor Criméia Leste,47,Centro Oeste
2020-07-20,Setor Criméia Leste,50,Centro Oeste
2020-07-21,Setor Criméia Leste,50,Centro Oeste
2020-07-22,Setor Criméia Leste,50,Centro Oeste
2020-07-23,Setor Criméia Leste,50,Centro Oeste
2020-07-24,Setor Criméia Leste,50,Centro Oeste
2020-07-25,Setor Criméia Leste,50,Centro Oeste
2020-07-27,Setor Criméia Leste,50,Centro Oeste
2020-07-28,Setor Criméia Leste,50,Centro Oeste
2020-07-29,Setor Criméia Leste,50,Centro Oeste
2020-07-30,Setor Criméia Leste,50,Centro Oeste
2020-07-31,Setor Criméia Leste,62,Centro Oeste
2020-07-01,Setor Criméia Leste,32,Centro Oeste
2020-07-02,Setor Criméia Leste,33,Centro Oeste
2020-07-03,Setor Criméia Leste,33,Centro Oeste
2020-07-04,Setor Criméia Leste,33,Centro Oeste
2020-07-06,Setor Criméia Leste,33,Centro Oeste
2020-07-07,Setor Criméia Leste,33,Centro Oeste
2020-07-08,Setor Criméia Leste,33,Centro Oeste
2020-07-09,Setor Criméia Leste,33,Centro Oeste
2020-07-10,Setor Criméia Leste,33,Centro Oeste
2020-08-25,Setor Criméia Leste,121,Centro Oeste
2020-08-26,Setor Criméia Leste,121,Centro Oeste
2020-08-27,Setor Criméia Leste,121,Centro Oeste
2020-08-28,Setor Criméia Leste,121,Centro Oeste
2020-08-31,Setor Criméia Leste,125,Centro Oeste
2020-08-01,Setor Criméia Leste,62,Centro Oeste
2020-08-02,Setor Criméia Leste,62,Centro Oeste
2020-08-03,Setor Criméia Leste,62,Centro Oeste
2020-08-04,Setor Criméia Leste,79,Centro Oeste
2020-08-05,Setor Criméia Leste,79,Centro Oeste
2020-08-06,Setor Criméia Leste,79,Centro Oeste
2020-08-07,Setor Criméia Leste,79,Centro Oeste
2020-08-08,Setor Criméia Leste,95,Centro Oeste
2020-08-09,Setor Criméia Leste,95,Centro Oeste
2020-08-10,Setor Criméia Leste,95,Centro Oeste
2020-08-11,Setor Criméia Leste,95,Centro Oeste
2020-08-12,Setor Criméia Leste,99,Centro Oeste
2020-08-13,Setor Criméia Leste,99,Centro Oeste
2020-08-14,Setor Criméia Leste,99,Centro Oeste
2020-08-17,Setor Criméia Leste,113,Centro Oeste
2020-08-18,Setor Criméia Leste,113,Centro Oeste
2020-08-19,Setor Criméia Leste,113,Centro Oeste
2020-08-20,Setor Criméia Leste,121,Centro Oeste
2020-08-21,Setor Criméia Leste,121,Centro Oeste
2020-08-22,Setor Criméia Leste,121,Centro Oeste
2020-08-23,Setor Criméia Leste,121,Centro Oeste
2020-08-24,Setor Criméia Leste,121,Centro Oeste
2020-09-01,Setor Criméia Leste,133,Centro Oeste
2020-09-02,Setor Criméia Leste,133,Centro Oeste
2020-09-03,Setor Criméia Leste,133,Centro Oeste
2020-09-04,Setor Criméia Leste,139,Centro Oeste
2020-09-05,Setor Criméia Leste,139,Centro Oeste
2020-09-06,Setor Criméia Leste,144,Centro Oeste
2020-09-07,Setor Criméia Leste,144,Centro Oeste
2020-09-08,Setor Criméia Leste,144,Centro Oeste
2020-09-09,Setor Criméia Leste,144,Centro Oeste
2020-09-10,Setor Criméia Leste,144,Centro Oeste
2020-09-11,Setor Criméia Leste,144,Centro Oeste
2020-09-14,Setor Criméia Leste,155,Centro Oeste
2020-09-15,Setor Criméia Leste,155,Centro Oeste
2020-09-16,Setor Criméia Leste,167,Centro Oeste
2020-09-17,Setor Criméia Leste,167,Centro Oeste
2020-06-07,Jardim Europa,18,Sudoeste
2020-06-07,Jardim Europa,18,Sudoeste
2020-06-07,Jardim Europa,18,Sudoeste
2020-06-08,Jardim Europa,19,Sudoeste
2020-06-08,Jardim Europa,19,Sudoeste
2020-06-08,Jardim Europa,19,Sudoeste
2020-06-09,Jardim Europa,19,Sudoeste
2020-06-09,Jardim Europa,19,Sudoeste
2020-06-09,Jardim Europa,19,Sudoeste
2020-06-10,Jardim Europa,21,Sudoeste
2020-06-10,Jardim Europa,21,Sudoeste
2020-06-10,Jardim Europa,21,Sudoeste
2020-06-11,Jardim Europa,21,Sudoeste
2020-06-11,Jardim Europa,21,Sudoeste
2020-06-11,Jardim Europa,21,Sudoeste
2020-06-12,Jardim Europa,22,Sudoeste
2020-06-12,Jardim Europa,22,Sudoeste
2020-06-12,Jardim Europa,22,Sudoeste
2020-06-13,Jardim Europa,25,Sudoeste
2020-06-13,Jardim Europa,25,Sudoeste
2020-06-13,Jardim Europa,25,Sudoeste
2020-06-15,Jardim Europa,25,Sudoeste
2020-06-15,Jardim Europa,25,Sudoeste
2020-06-15,Jardim Europa,25,Sudoeste
2020-06-16,Jardim Europa,25,Sudoeste
2020-06-16,Jardim Europa,25,Sudoeste
2020-06-16,Jardim Europa,25,Sudoeste
2020-06-17,Jardim Europa,25,Sudoeste
2020-06-17,Jardim Europa,25,Sudoeste
2020-06-17,Jardim Europa,25,Sudoeste
2020-06-18,Jardim Europa,25,Sudoeste
2020-06-18,Jardim Europa,25,Sudoeste
2020-06-18,Jardim Europa,25,Sudoeste
2020-06-19,Jardim Europa,25,Sudoeste
2020-06-19,Jardim Europa,25,Sudoeste
2020-06-19,Jardim Europa,25,Sudoeste
2020-06-20,Jardim Europa,25,Sudoeste
2020-06-20,Jardim Europa,25,Sudoeste
2020-06-20,Jardim Europa,25,Sudoeste
2020-06-21,Jardim Europa,31,Sudoeste
2020-06-21,Jardim Europa,31,Sudoeste
2020-06-21,Jardim Europa,31,Sudoeste
2020-06-22,Jardim Europa,31,Sudoeste
2020-06-22,Jardim Europa,31,Sudoeste
2020-06-22,Jardim Europa,31,Sudoeste
2020-06-23,Jardim Europa,36,Sudoeste
2020-06-23,Jardim Europa,36,Sudoeste
2020-06-23,Jardim Europa,36,Sudoeste
2020-06-24,Jardim Europa,39,Sudoeste
2020-06-24,Jardim Europa,39,Sudoeste
2020-06-24,Jardim Europa,39,Sudoeste
2020-06-25,Jardim Europa,39,Sudoeste
2020-06-25,Jardim Europa,39,Sudoeste
2020-06-25,Jardim Europa,39,Sudoeste
2020-06-26,Jardim Europa,43,Sudoeste
2020-06-26,Jardim Europa,43,Sudoeste
2020-06-26,Jardim Europa,43,Sudoeste
2020-06-28,Jardim Europa,43,Sudoeste
2020-06-28,Jardim Europa,43,Sudoeste
2020-06-28,Jardim Europa,43,Sudoeste
2020-06-29,Jardim Europa,44,Sudoeste
2020-06-29,Jardim Europa,44,Sudoeste
2020-06-29,Jardim Europa,44,Sudoeste
2020-06-30,Jardim Europa,44,Sudoeste
2020-06-30,Jardim Europa,44,Sudoeste
2020-06-30,Jardim Europa,44,Sudoeste
2020-07-13,Jardim Europa,46,Sudoeste
2020-07-13,Jardim Europa,46,Sudoeste
2020-07-13,Jardim Europa,46,Sudoeste
2020-07-14,Jardim Europa,46,Sudoeste
2020-07-14,Jardim Europa,46,Sudoeste
2020-07-14,Jardim Europa,46,Sudoeste
2020-07-15,Jardim Europa,46,Sudoeste
2020-07-15,Jardim Europa,46,Sudoeste
2020-07-15,Jardim Europa,46,Sudoeste
2020-07-16,Jardim Europa,62,Sudoeste
2020-07-16,Jardim Europa,62,Sudoeste
2020-07-16,Jardim Europa,62,Sudoeste
2020-07-17,Jardim Europa,64,Sudoeste
2020-07-17,Jardim Europa,64,Sudoeste
2020-07-17,Jardim Europa,64,Sudoeste
